flag_success;folio;date_log;creation_date;purchase_order_number;action;serie;item_code;response
True;5126139;2026-08-29 10:43:59.380000;2026-08-29 00:00:00;9101131;VERIFYORDER;SHPVJ6XPK9M;MXP93AM/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ para AirPods"",""coverageDuration"":""2"",""productStatement"":""AppleCare+ para AirPods amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de CLP28000 . Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SHPVJ6XPK9M"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""HPVJ6XPK9M"",""partNumber"":""S9066ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""AirPods 4 (ANC)""}},""transactionId"":""d0055903-05c2-4c56-94fa-a41f919a6963-1788014638660""}"
True;5126139;2026-08-29 10:47:10.643000;2026-08-29 00:00:00;9101131;CREATEORDER;SHPVJ6XPK9M;MXP93AM/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ para AirPods"",""coverageDuration"":""2"",""productStatement"":""AppleCare+ para AirPods amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de CLP28000 . Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SHPVJ6XPK9M"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""HPVJ6XPK9M"",""partNumber"":""S9066ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""AirPods 4 (ANC)""},""orderConfirmation"":{""agreementNumber"":""328414240298"",""coverageDurationStatement"":""Finaliza el 28/08/2028"",""termConditionURL"":""http://www.apple.com/legal/sales-support/"",""partNumber"":""S9066ZX/A"",""partAlias"":""ACP"",""partType"":""AppleCare+"",""purchaseMode"":""C"",""appleCareSalesDate"":""29/08/2026"",""pocType"":""APOC"",""purchaseOrderNumber"":""9101131""}},""transactionId"":""4b96531f-04bf-45af-9af4-389e732fb928-1788014825922""}"
True;5128828;2026-08-29 11:33:42.557000;2026-08-29 00:00:00;12601115;VERIFYORDER;SF7NCP6GGX9;MGDR4CI/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""1"",""partDescription"":""AppleCare+ para 14-in MacBook Pro (M5 Pro/M5 Max)"",""coverageDuration"":""3"",""productStatement"":""AppleCare+ para 14-in MacBook Pro (M5 Pro/M5 Max) amplía la cobertura de servicio y soporte técnico a 3 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$96000  por daños en la pantalla o la carcasa externa o de R$289000  por Otros daños accidentales. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SF7NCP6GGX9"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""F7NCP6GGX9"",""partNumber"":""SCXT3ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""MacBook Pro (14-inch, M5 Pro or M5 Max)""}},""transactionId"":""adce9e73-5235-4fb1-aed6-5ca0dd40a434-1788017621994""}"
True;5128828;2026-08-29 11:38:01.180000;2026-08-29 00:00:00;12601115;CREATEORDER;SF7NCP6GGX9;MGDR4CI/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""1"",""partDescription"":""AppleCare+ para 14-in MacBook Pro (M5 Pro/M5 Max)"",""coverageDuration"":""3"",""productStatement"":""AppleCare+ para 14-in MacBook Pro (M5 Pro/M5 Max) amplía la cobertura de servicio y soporte técnico a 3 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$96000  por daños en la pantalla o la carcasa externa o de R$289000  por Otros daños accidentales. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SF7NCP6GGX9"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""F7NCP6GGX9"",""partNumber"":""SCXT3ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""MacBook Pro (14-inch, M5 Pro or M5 Max)""},""orderConfirmation"":{""agreementNumber"":""328414200962"",""coverageDurationStatement"":""Finaliza el 28/08/2029"",""termConditionURL"":""http://www.apple.com/legal/sales-support/"",""partNumber"":""SCXT3ZX/A"",""partAlias"":""ACP"",""partType"":""AppleCare+"",""purchaseMode"":""C"",""appleCareSalesDate"":""29/08/2026"",""pocType"":""APOC"",""purchaseOrderNumber"":""12601115""}},""transactionId"":""1824ecaa-7b2b-4841-9442-3ca25ab7306f-1788017878726""}"
True;1310985;2026-08-29 12:04:44.053000;2026-08-29 00:00:00;21101029;VERIFYORDER;SK36K063FVH;MFHP4AM/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ para Headphones - AirPods Pro"",""coverageDuration"":""2"",""productStatement"":""AppleCare+ para Headphones - AirPods Pro amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$28000 . Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SK36K063FVH"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""K36K063FVH"",""partNumber"":""SYLW2ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""AirPods Pro 3""}},""transactionId"":""f3d5a451-5249-4db0-8670-b188678c5af7-1788019483401""}"
True;4867536;2026-08-29 12:05:16.250000;2026-08-29 00:00:00;6901048;VERIFYORDER;SKN6C29C7X3;MFYQ4BE/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ con robo y pérdida para iPhone 17 Pro Max"",""coverageDuration"":""2"",""productStatement"":""Tu AppleCare+ con robo y pérdida para iPhone 17 Pro Max amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ con robo y pérdida e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto o un máximo de dos incidentes de robo y pérdida cada 12 meses, cada uno de ellos sujeto a un cargo adicional de R$96000  por Otros daños accidentales o de R$28000  por los daños de la pantalla o la carcasa externa o de R$144000  por robo o pérdida. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SKN6C29C7X3"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""KN6C29C7X3"",""partNumber"":""SX382ZX/A"",""partAlias"":""ACPTL"",""purchaseMode"":""C"",""productDescription"":""iPhone 17 Pro Max"",""tlDisclosure"":""La cobertura de robo y pérdida requiere que tengas la función Buscar habilitada en tu dispositivo antes de que se pierda o te lo roben. Durante el proceso de reclamación, te pediremos que uses la función Buscar para poner el dispositivo perdido o robado en modo Perdido, borrarlo y transferir la propiedad a Apple para que podamos asignarte un nuevo dispositivo. Para asegurarte de que puedas iniciar sesión en Buscar y acceder a esta función, es importante que recuerdes tu ID de Apple y contraseña, y que mantengas la información de tu cuenta actualizada. Si usas la autenticación de doble factor para el ID de Apple, te recomendamos que añadas un número de teléfono adicional de confianza a tu cuenta en el que puedas recibir el código de verificación de 6 dígitos que necesitas para iniciar sesión aunque no tengas tu iPhone. Para obtener más información, visita las páginas de Soporte técnico de Apple.""}},""transactionId"":""7ff4c296-abc5-4a66-8069-76784aebc440-1788019515602""}"
True;1310985;2026-08-29 12:06:12.977000;2026-08-29 00:00:00;21101029;CREATEORDER;SK36K063FVH;MFHP4AM/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ para Headphones - AirPods Pro"",""coverageDuration"":""2"",""productStatement"":""AppleCare+ para Headphones - AirPods Pro amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$28000 . Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SK36K063FVH"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""K36K063FVH"",""partNumber"":""SYLW2ZX/A"",""partAlias"":""ACP"",""purchaseMode"":""C"",""productDescription"":""AirPods Pro 3""},""orderConfirmation"":{""agreementNumber"":""328414223822"",""coverageDurationStatement"":""Finaliza el 28/08/2028"",""termConditionURL"":""http://www.apple.com/legal/sales-support/"",""partNumber"":""SYLW2ZX/A"",""partAlias"":""ACP"",""partType"":""AppleCare+"",""purchaseMode"":""C"",""appleCareSalesDate"":""29/08/2026"",""pocType"":""APOC"",""purchaseOrderNumber"":""21101029""}},""transactionId"":""20bbdb28-186e-49f0-af2c-46420a275a79-1788019568106""}"
True;4867536;2026-08-29 12:07:41.400000;2026-08-29 00:00:00;6901048;CREATEORDER;SKN6C29C7X3;MFYQ4BE/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""0"",""partDescription"":""AppleCare+ con robo y pérdida para iPhone 17 Pro Max"",""coverageDuration"":""2"",""productStatement"":""Tu AppleCare+ con robo y pérdida para iPhone 17 Pro Max amplía la cobertura de servicio y soporte técnico a 2 años desde la fecha de compra de AppleCare+ con robo y pérdida e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto o un máximo de dos incidentes de robo y pérdida cada 12 meses, cada uno de ellos sujeto a un cargo adicional de R$96000  por Otros daños accidentales o de R$28000  por los daños de la pantalla o la carcasa externa o de R$144000  por robo o pérdida. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SKN6C29C7X3"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""KN6C29C7X3"",""partNumber"":""SX382ZX/A"",""partAlias"":""ACPTL"",""purchaseMode"":""C"",""productDescription"":""iPhone 17 Pro Max"",""tlDisclosure"":""La cobertura de robo y pérdida requiere que tengas la función Buscar habilitada en tu dispositivo antes de que se pierda o te lo roben. Durante el proceso de reclamación, te pediremos que uses la función Buscar para poner el dispositivo perdido o robado en modo Perdido, borrarlo y transferir la propiedad a Apple para que podamos asignarte un nuevo dispositivo. Para asegurarte de que puedas iniciar sesión en Buscar y acceder a esta función, es importante que recuerdes tu ID de Apple y contraseña, y que mantengas la información de tu cuenta actualizada. Si usas la autenticación de doble factor para el ID de Apple, te recomendamos que añadas un número de teléfono adicional de confianza a tu cuenta en el que puedas recibir el código de verificación de 6 dígitos que necesitas para iniciar sesión aunque no tengas tu iPhone. Para obtener más información, visita las páginas de Soporte técnico de Apple.""},""orderConfirmation"":{""agreementNumber"":""328414222800"",""coverageDurationStatement"":""Finaliza el 28/08/2028"",""termConditionURL"":""http://www.apple.com/legal/sales-support/"",""partNumber"":""SX382ZX/A"",""partAlias"":""ACPTL"",""partType"":""AC+TL"",""purchaseMode"":""C"",""appleCareSalesDate"":""29/08/2026"",""pocType"":""APOC"",""purchaseOrderNumber"":""6901048""}},""transactionId"":""72a959a7-2dd5-46c8-9b96-28903dfcf5ad-1788019656417""}"
True;1325650;2026-08-29 12:31:40.640000;2026-08-29 00:00:00;3601137;VERIFYORDER;sj4gmqv0c67;MDHJ4CI/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""1"",""partDescription"":""AppleCare+ para 13-inch MacBook Air (M5)"",""coverageDuration"":""3"",""productStatement"":""AppleCare+ para 13-inch MacBook Air (M5) amplía la cobertura de servicio y soporte técnico a 3 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$96000  por daños en la pantalla o la carcasa externa o de R$289000  por Otros daños accidentales. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SJ4GMQV0C67"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""J4GMQV0C67"",""partNumber"":""SCW83ZX/A"",""purchaseMode"":""C"",""productDescription"":""MacBook Air (13-inch, M5)""}},""transactionId"":""bbf2514c-e5df-4cc1-9ad5-83d6f7926be5-1788021100107""}"
True;1325650;2026-08-29 12:33:16.343000;2026-08-29 00:00:00;3601137;CREATEORDER;sj4gmqv0c67;MDHJ4CI/A;"{""orderDetailsResponses"":{""deviceEligibility"":{""secondaryDisplay"":""1"",""partDescription"":""AppleCare+ para 13-inch MacBook Air (M5)"",""coverageDuration"":""3"",""productStatement"":""AppleCare+ para 13-inch MacBook Air (M5) amplía la cobertura de servicio y soporte técnico a 3 años desde la fecha de compra de AppleCare+ e incluye cobertura para una cantidad ilimitada de incidentes por daño accidental debido a la manipulación del producto, cada uno de ellos sujeto a un cargo adicional de R$96000  por daños en la pantalla o la carcasa externa o de R$289000  por Otros daños accidentales. Lee todos los detalles en los Términos y condiciones de AppleCare+."",""deviceDateOfPurchase"":""29/08/2026"",""deviceId"":""SJ4GMQV0C67"",""registeredDevice"":""1"",""pocType"":""APOC"",""serialNumber"":""J4GMQV0C67"",""partNumber"":""SCW83ZX/A"",""purchaseMode"":""C"",""productDescription"":""MacBook Air (13-inch, M5)""},""orderConfirmation"":{""agreementNumber"":""328414221880"",""coverageDurationStatement"":""Finaliza el 28/08/2029"",""termConditionURL"":""http://www.apple.com/legal/sales-support/"",""partNumber"":""SCW83ZX/A"",""partType"":""AppleCare+"",""purchaseMode"":""C"",""appleCareSalesDate"":""29/08/2026"",""pocType"":""APOC"",""purchaseOrderNumber"":""3601137""}},""transactionId"":""1c032e68-53d7-43f2-a76e-87db9016c303-1788021193987""}"
